ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
70,CS0141045,388,2016/10/20 00:33:59+00,00/19/2016 17:34:00,CLEAR,303375,DRIVER,50,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,13TH ST,I ST,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
71,CS0112555,3077,2016/01/29 18:48:00+00,00/29/2016 10:48:00,CLOUDY,27345,DRIVER,40,F,WHITE,W,,,,ATVH,,12TH ST,D ST,N,N,CITATION,I,(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIA,VC,21456(B),"(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIAN

NB 12TH ST ACROSS D ST AGAINST RED ON IN CAR CAMERA",N,,,,,,N,,,,,
72,CS0152537,592,2016/09/02 03:24:59+00,00/01/2016 20:25:00,CLEAR,254420,DRIVER,20,F,AFRICAN AMERICAN,B,1985,OLDSMOBILE,CUTLASS CIERA,PASS,,CAPITOL AVE,17TH ST,S,N,WARNING,I,(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,VC,21802(A),(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,N,15,0,,,,N,,,WARNING ONLY,,4D
73,CS0048769,897,2016/12/27 18:33:59+00,00/27/2016 10:34:00,,369392,DRIVER,66,M,WHITE,W,2014,TESLA,MODEL S,PASS,,18TH ST,L ST,W,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,WARNING ONLY,,
74,CS0037555,222,2016/03/29 16:18:59+00,00/29/2016 09:15:00,CLEAR,88302,DRIVER,35,F,PACIFIC ISLANDER,A,,,NOT IN LIST,PASS,7063,20TH ST,,,N,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
75,CS0168376,257,2016/12/21 02:19:59+00,00/20/2016 18:20:00,CLEAR,363660,DRIVER,81,M,WHITE,W,2016,GMC,SIERRA 2500HD,PASS,,J ST,3RD ST,E,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
76,CS0165075,257,2016/05/21 02:19:00+00,00/20/2016 19:19:00,CLOUDY,144639,DRIVER,20,M,WHITE,W,1991,TOYOTA,CRESSIDA,PASS,,POCKET RD,ALMA VISTA WAY,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,15,40,VISUAL EST,HANDHELD,,N,,,,,4D
77,CS0008619,530,2016/11/16 21:40:00+00,00/16/2016 13:40:00,,331561,DRIVER,19,M,HISPANIC,W,2008,SCION,XB,PASS,,CAMPUS COMMONS RD,UNIVERSITY AVE,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
78,CS0067550,553,2016/03/25 21:48:00+00,00/25/2016 14:48:00,CLEAR,84455,DRIVER,66,M,WHITE,W,,,NOT IN LIST,PASS,910,I ST,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
79,CS0127508,211,2016/01/08 00:43:59+00,00/07/2016 16:44:00,CLEAR,166215,DRIVER,25,M,WHITE,W,1986,HONDA,AERO 50,MTCY,1309,GRACE,,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,MD
80,CS0137146,3006,2016/06/20 19:21:59+00,00/20/2016 12:22:00,,177746,DRIVER,21,M,HISPANIC,W,1997,GMC,YUKON,PASS,,RIO LINDA,SOUTH,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,ADVISED OF STOP SIGN SERVED SUSP NOTICE AND TOOK CDL ICC 11233,,,,
81,CS0102254,660,2016/08/15 21:32:00+00,00/15/2016 14:32:00,CLEAR,236814,DRIVER,49,F,UNKNOWN,U,1999,HONDA,ACCORD,PASS,,DEER CREEK,DEER HILL,N,N,CITATION,I,(I) MANDATORY CHILD RESTRAINT REQUIRED FOR CHILD 8 TO 16 YRS,VC,27360.5(A),"(I) MANDATORY CHILD RESTRAINT REQUIRED FOR CHILD 8 TO 16 YRS

MALE AND FEMALE CHILD 10 YO MALE 11 YO FEM",N,,,,,,N,I WAS SB ON DEER CRK THIS CAR WAS EB DH AND TURNED N AS THE CAR PASSED ME I SAW THE KIDS IN BACK WERE MOVING AROUND AND I SAW NO SEAT BELT FROM C PILLAR TO BODY OF EITHER KID. DRIVER AND FRONT PASS WESRING FEM KID SITTING BEHIND THE DRIVER,,,,
82,CS0109027,888,2016/12/24 23:57:00+00,00/24/2016 15:57:00,CLEAR,367484,DRIVER,44,M,WHITE,W,,,NOT IN LIST,PASS,2450,W EL CAMINO AVE,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
83,CS0056104,536,2016/03/19 07:25:59+00,00/19/2016 00:26:00,CLEAR,78202,DRIVER,55,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,1341,J ST,,,N,CITATION,M,(M) REC STOLEN PROP-MISD,PC,496(A),(M) REC STOLEN PROP-MISD,N,,,,,,N,,,,,
84,CS0068036,3038,2016/08/12 21:08:59+00,00/12/2016 14:09:00,,233699,DRIVER,65,M,HISPANIC,W,,,,PASS,,JAZZ ALLEY,9 TH ST,,N,CITATION,I,(I) URINATE/DEFECATE IN PUBLIC,SCC,9.04.070,(I) URINATE/DEFECATE IN PUBLIC,N,,,,,,N,,,,,
85,CS0015417,592,2016/03/31 03:36:00+00,00/30/2016 20:36:00,CLEAR,90019,DRIVER,21,M,HISPANIC,W,2009,CHEVROLET,MALIBU,PASS,,AZEVEDO DR,OSUNA WAY,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,15,,,,,N,ON ICC. NB AZEVADO. ID BY CDL. BLEW STOP SIGN. SAID SON HAD TO POO BUT HE MADE SURE NO ONE WAS IN INTERSECTION FIRST,,,,4D
86,CS0121537,899,2016/08/24 08:55:59+00,00/24/2016 01:56:00,CLEAR,245271,DRIVER,53,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,26TH AVENUE,MARTIN LUTHER KING JR BLVD,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
87,CS0101541,250,2016/05/10 16:06:59+00,00/10/2016 08:31:00,,133340,DRIVER,22,F,AFRICAN AMERICAN,B,1997,HONDA,ACCORD,PASS,,MARTIN LUTHER KING,7TH AVENUE,S,Y,CITATION,I,(I) POSS < THAN 1 OZ MARIJUANA-INF,HS,11357(B),(I) POSS < THAN 1 OZ MARIJUANA-INF,N,,,,,,N,,,,,4D
88,CS0164944,530,2016/09/28 22:59:00+00,00/28/2016 15:59:00,,821837,DRIVER,48,M,MIXED RACE,U,2002,LEXUS,ES 300,PASS,,SAN JUAN RD,TRUXEL RD,S,N,WARNING,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,WARNING ONLY,,
89,CS0142870,886,2016/06/02 18:08:59+00,00/02/2016 11:09:00,,157900,DRIVER,50,M,WHITE,W,1999,CHRYSLER,PT CRUISER,PASS,,STOCKTON BLVD,FRUITRIDGE RD,W,N,CITATION,M,(M) UNLAWFUL DISPLAY OF EVIDENCE OF REGISTRATION W/INTENT,VC,4462.5,(M) UNLAWFUL DISPLAY OF EVIDENCE OF REGISTRATION W/INTENT,N,20,,,,,N,,,,,4H
90,CS0043515,330,2016/01/04 01:11:00+00,00/03/2016 17:11:00,,2404,DRIVER,22,M,HISPANIC,W,2006,INFINITI,G35,PASS,,STOCKTON BLVD,11TH AVE,N,N,CITATION,M,(M) POSSESS MARIJUANA OVER 28.5 GRAMS,HS,11357(C),(M) POSSESS MARIJUANA OVER 28.5 GRAMS,N,,,,,,N,,,,,
91,CS0016740,804,2016/09/11 20:52:59+00,00/11/2016 13:53:00,,264617,DRIVER,60,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,720,9TH STREET,,,Y,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,,,,,
92,CS0154527,947,2016/09/30 17:39:59+00,00/30/2016 10:40:00,CLEAR,283573,DRIVER,60,M,WHITE,W,2000,FORD,TAURUS,PASS,,TRUXEL RD,TERALBA WAY,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
93,CS0168164,257,2016/10/19 16:49:00+00,00/19/2016 09:49:00,CLEAR,302923,DRIVER,18,M,WHITE,W,2007,FORD,ESCAPE,PASS,,BROADWAY,BOTTOMS ALY,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
94,CS0034518,532,2016/08/07 06:30:59+00,00/06/2016 23:31:00,,228092,DRIVER,31,F,HISPANIC,W,2007,TOYOTA,CAMRY HYBRID,PASS,11,STREET,STREET,W,N,CITATION,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,MAXIMUM ENFORCEMENT,,,,4D
95,CS0165078,257,2016/05/23 15:53:59+00,00/23/2016 08:54:00,CLEAR,147037,DRIVER,37,F,AFRICAN AMERICAN,B,2000,DODGE,STRATUS,PASS,,STOCKTON BLVD,JANSEN DR,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,4D
96,CS0145129,487,2016/11/10 17:42:00+00,00/10/2016 09:42:00,,325341,DRIVER,29,F,WHITE,W,,,,,,G ST,30TH ST,,Y,CITATION,I,(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,SCC,12.52.030(A),(I) UNLAWFUL CAMPING-PUBLIC PROPERTY,N,,,,,,N,,,,,
97,CS0005049,794,2016/03/09 23:10:59+00,00/09/2016 15:11:00,CLOUDY,68387,DRIVER,26,F,AFRICAN AMERICAN,B,2007,NISSAN,ALTIMA,PASS,,ARENA BLVD,DUCKHORN DR,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
98,CS0111518,378,2016/08/26 04:54:00+00,00/25/2016 21:54:00,CLEAR,247185,DRIVER,56,M,WHITE,W,2002,HONDA,CIVIC,PASS,16,STREET,STREET,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,35,,,,,N,,,,,4D
99,CS0101546,250,2016/06/19 16:28:00+00,00/19/2016 09:13:00,,176645,DRIVER,50,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,2929,35TH ST,,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
100,CS0056103,536,2016/03/18 22:47:59+00,00/18/2016 15:48:00,,77829,DRIVER,50,M,HISPANIC,W,1997,CHEVROLET,CAVALIER,PASS,,EVERGREEN,DIXIEANNE,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
101,CS0089521,768,2016/01/21 00:17:59+00,00/20/2016 16:18:00,,18260,DRIVER,34,M,WHITE,W,,,NOT IN LIST,PASS,,FOLSOM BLVD,52ND ST,,N,CITATION,I,(I) POSS < THAN 1 OZ MARIJUANA-INF,HS,11357(B),(I) POSS < THAN 1 OZ MARIJUANA-INF,N,,,,,,N,,,,,
102,CS0168274,257,2016/11/17 18:42:00+00,00/17/2016 10:42:00,CLEAR,332460,DRIVER,23,M,UNKNOWN,U,2015,FORD,MUSTANG,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
103,CS0136164,522,2016/11/23 22:28:00+00,00/23/2016 14:28:00,,338338,DRIVER,43,F,HISPANIC,W,2004,GMC,YUKON,PASS,,OCCIDENTAL DR,BENNINGTON WAY,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
104,CS0006635,759,2016/12/02 17:58:00+00,00/02/2016 09:58:00,CLEAR,345735,DRIVER,26,M,WHITE,W,,,NOT IN LIST,PASS,6225,FOWLER AVE,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
105,CS0009344,298,2016/01/20 23:06:00+00,00/20/2016 15:06:00,CLEAR,18287,DRIVER,27,F,WHITE,W,,MOTOBECANE,NOT IN LIST,PASS,,45TH ST,M ST,,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,15,,,,,N,,,WARNING ONLY,,
106,CS0136041,522,2016/06/11 22:05:00+00,00/11/2016 15:05:00,,168041,DRIVER,35,M,WHITE,W,,,NOT IN LIST,PASS,K,STREET,STREET,,N,CITATION,I,(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIA,VC,21456(B),(I) DONT WALK OR WAIT OR UPRAISED HANDPEDESTRIA,N,,,,,,N,,,,,
107,CS0142703,886,2016/03/28 17:10:59+00,00/28/2016 10:11:00,CLEAR,87325,DRIVER,34,F,HISPANIC,W,2012,TOYOTA,CAMRY,PASS,,SAN JUAN RD,NORTHGATE BLVD,N,N,CITATION,I,(I) DRIVE VEHICLE OVER/ACROSS DIVIDED HIGHWAY,VC,21651(A)(1),(I) DRIVE VEHICLE OVER/ACROSS DIVIDED HIGHWAY,N,10,,,,,N,6\25\15 13365,,,,4T
108,CS0008545,340,2016/08/27 04:28:00+00,00/26/2016 21:28:00,,248194,DRIVER,53,M,WHITE,W,2004,CHEVROLET,SILVERADO 1500,PTRK,,J ST,ALHAMBRA,E,N,CITATION,I,(I) STOP LAMPS REQUIREMENTS/SPECS,VC,24603(E),(I) STOP LAMPS REQUIREMENTS/SPECS,N,,,,,,N,,,,,PK
109,CS0145602,454,2016/08/12 23:26:00+00,00/12/2016 16:26:00,CLEAR,233825,DRIVER,53,M,AFRICAN AMERICAN,B,,,,,260,BANNON ST,,,Y,CITATION,M,(M) UNLAWFUL POSSESSION/REMOVAL OF SHOPPING CART,SCC,5.82.040,(M) UNLAWFUL POSSESSION/REMOVAL OF SHOPPING CART,N,,,,,,N,,,,,
110,CS0056099,536,2016/02/21 07:25:59+00,00/20/2016 23:26:00,,50552,DRIVER,58,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,16,L,,N,CITATION,I,(I) OPEN CONTAINER ADJACENT PARKING LOT/SIDEWALK,SCC,9.04.050(C),(I) OPEN CONTAINER ADJACENT PARKING LOT/SIDEWALK,N,,,,,,N,,,,,
111,CS0074044,745,2016/03/20 22:34:59+00,00/20/2016 15:35:00,,79705,DRIVER,41,M,WHITE,W,,,NOT IN LIST,PASS,731,I STREET [GARAGE],,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,NARC PIPE IN GUITAR CASE,,,,
112,CS0136306,522,2016/12/16 21:16:00+00,00/16/2016 13:16:00,,359527,DRIVER,26,F,HISPANIC,W,2001,AUDI,A6,PASS,,FRANKLIN BLVD,FRUITRIDGE,,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
113,CS0168035,257,2016/08/08 21:21:59+00,00/08/2016 14:22:00,,229536,DRIVER,48,M,WHITE,W,2001,TOYOTA,TUNDRA,PASS,,21ST ST,L ST,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
114,CS0164925,530,2016/09/09 18:39:00+00,00/09/2016 11:39:00,,262398,DRIVER,21,M,HISPANIC,W,2012,KAWASAKI,NINJA,PASS,,LAND PARK DR,15TH AVE,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
115,CS0029338,257,2016/03/30 17:32:00+00,00/30/2016 10:32:00,,89445,DRIVER,62,F,WHITE,W,2013,HONDA,CR-V,TRCK,,J ST,29TH ST,S,N,WARNING,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,,,WARNING ONLY,,LL
116,CS0032084,3103,2016/04/25 18:17:59+00,00/25/2016 11:18:00,,117368,DRIVER,22,M,ASIAN OTHER,A,,,NOT IN LIST,PASS,,ARDEN WAY,DEL PASO BLVD,,N,CITATION,I,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,VC,21955,(I) JAYWALKING BETWEEN CONTROLLED INTERSECTION,N,,,,,,N,YANG CROSSED ARDEN FROM LIGHT RAIL STATION MIDBLOCK BETWEEN CONTROLLED INTERSECTIONS  ALONG WITH XIONG. I WATCHED FROM ARDEN OXFORD AND STOPPED THEM BOTH ON DEL PASO BLVD. YANG IDENTIFIED HIMSELF VERBALLY VERIFIED IN WEBKPF. BOTH YANG AND XIONG WERE CITED,,,,
117,CS0015396,592,2016/03/04 07:41:00+00,00/03/2016 23:41:00,RAIN,62958,DRIVER,37,M,UNKNOWN,U,2008,TOYOTA,HIGHLANDER,PTRK,,K ST,10TH ST,N,N,CITATION,I,(I) MIN SPD-IMPEDING TRAFFIC FLO,VC,22400(A),(I) MIN SPD-IMPEDING TRAFFIC FLO,N,,,,,,N,"STOP NB 10TH JUST BEFORE K ON RHS. BLOCKING SO SHINE WITH LIGHT.  WAVES SO I PULL AROUND BLOCK.  COME AROUND AND STILL SITTING THERE.  STOP ID BY CDL. SAYS DIDN'T KNOW WHAT I WAS DOING. KNOWS CAN'T BLOCK TRAFFIC.  CITE SIGNED SOW, SPEEDS AWAY FROM STOP.",,,,LL
118,CS0127755,211,2016/12/20 20:42:00+00,00/20/2016 12:42:00,,360,DRIVER,61,M,WHITE,W,,,NOT IN LIST,PASS,,12TH,30TH ST,,N,WARNING,I,(I) SOLICITING WITHOUT PERMIT,SCC,5.116.020,(I) SOLICITING WITHOUT PERMIT,N,,,,,,N,,,WARNING ONLY,,
119,CS0009399,298,2016/03/03 21:27:00+00,00/03/2016 13:27:00,CLOUDY,62357,DRIVER,28,F,AFRICAN AMERICAN,B,2000,BMW,3 SERIES,PASS,,DUCKHORN,FAR NIENTE,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),"(I)FAILURE TO STOP AT STOP SIGN
THRU STOP AT APPROX 35MPH",N,35,,,,,N,BODYCAM CAPTURE,,,,2D
120,CS0142963,886,2016/06/30 23:12:00+00,00/30/2016 16:12:00,,188808,DRIVER,27,M,WHITE,W,2001,HONDA,CIVIC,PASS,,ARDEN WAY,HOWE AVE,W,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,25,,,,,N,,,,,4D
121,CS0136017,522,2016/04/23 17:22:00+00,00/23/2016 10:22:00,,115266,DRIVER,53,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,3RD,STREET,STREET,,N,CITATION,I,(I) PANHANDLING,SCC,5.116.210,(I) PANHANDLING,N,,,,,,N,,,,,
122,CS0048049,596,2016/01/15 06:49:00+00,00/14/2016 22:49:00,,13008,DRIVER,23,M,HISPANIC,W,2002,TOYOTA,TUNDRA,PTRK,60,TRISTAN CIR,,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,PK
123,CS0001334,530,2016/02/25 21:04:00+00,00/25/2016 13:04:00,,55076,DRIVER,24,F,HISPANIC,W,2002,ACURA,TL,PASS,,BERCUT DR,RICHARDS BLVD,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
124,CS0151007,743,2016/03/13 18:30:00+00,00/13/2016 11:30:00,,72117,DRIVER,39,F,HISPANIC,W,,,NOT IN LIST,PASS,3121,FRANKLIN BLVD,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
125,CS0016753,804,2016/10/10 15:59:00+00,00/10/2016 08:59:00,,293596,DRIVER,34,M,HISPANIC,W,,,NOT IN LIST,PASS,,723 J STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
126,CS0127628,211,2016/11/16 19:47:00+00,00/16/2016 11:47:00,,331426,DRIVER,35,F,WHITE,W,2008,SCION,XD,PASS,,STOCKTON,SAN FRANCISCO,,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,45,35,LIDAR,HANDHELD,,N,,,WARNING ONLY,,
127,CS0167066,886,2016/07/29 19:41:59+00,00/29/2016 12:42:00,CLEAR,219416,DRIVER,19,M,MIXED RACE,U,2010,HONDA,CIVIC,PASS,,TRUXEL RD,ARENA BLVD,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,10,,,,,N,,,,,4H
128,CS0074110,745,2016/08/29 00:53:59+00,00/28/2016 17:54:00,,250098,DRIVER,28,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,730,I STREET,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),(M) POSS DANGEROUS DRUG,N,,,,,,N,"2PIPES LEFT PKTS,METH IN PIPE",,,,
129,CS0016203,947,2016/04/22 03:27:00+00,00/21/2016 20:27:00,,113676,DRIVER,26,M,WHITE,W,2012,FORD,FUSION,PASS,,21ST STREET,J STREET,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
130,CS0136008,522,2016/03/03 21:59:59+00,00/03/2016 14:00:00,,62400,DRIVER,48,M,WHITE,W,,,NOT IN LIST,PASS,1020,11TH STREET,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
131,CS0070523,755,2016/06/02 02:23:59+00,00/01/2016 19:24:00,CLEAR,157243,DRIVER,37,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,910,I STREET,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
132,CS0018135,340,2016/03/18 01:06:59+00,00/17/2016 18:07:00,CLEAR,76554,DRIVER,22,F,ASIAN OTHER,A,2000,TOYOTA,COROLLA,PASS,,15TH ST,W ST,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,4D
133,CS0168226,257,2016/11/07 18:23:00+00,00/07/2016 10:23:00,CLEAR,322342,DRIVER,23,M,WHITE,W,2004,VOLVO,S60,PASS,,TRUXEL RD,SAN JUAN RD,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
134,CS0084154,455,2016/12/16 18:33:59+00,00/16/2016 10:34:00,CLEAR,359372,DRIVER,51,F,UNKNOWN,U,2012,HONDA,CIVIC,PASS,,FOLSOM BLVD,HORNET DR,W,N,WARNING,I,(I) ILLEGAL U-TURN-BUSINESS DISTRICT,VC,22102,(I) ILLEGAL U-TURN-BUSINESS DISTRICT,N,,,,,,N,,,WARNING ONLY,,4D
135,CS0008540,340,2016/07/03 07:21:59+00,00/03/2016 00:22:00,CLEAR,191382,DRIVER,52,M,WHITE,W,1991,TOYOTA,CAMRY,PASS,,ANTELOPE,LAUPE,W,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,4D
136,CS0018155,340,2016/05/06 03:55:00+00,00/05/2016 20:55:00,CLOUDY,128826,DRIVER,22,M,HISPANIC,W,1999,CHEVROLET,MALIBU,PASS,,15,J ST,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
