CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0175065,1024,2021/01/06 00:00:00+00,2023/02/01 23:58:00+00,2021/01/06 00:00:00+00,2023/02/01 23:58:00+00,,5627,DRIVER,29,M,AFRICAN AMERICAN,B,2018,NISSAN,SENTRA,PASS,,CENTER PARKWAY,MACK ROAD,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,68
CS0077366,933,2021/01/06 00:00:00+00,2023/02/01 02:18:00+00,2021/01/06 00:00:00+00,2023/02/01 02:18:00+00,,4713,DRIVER,40,M,CUBAN/CARRIBEAN,W,2007,SATURN,ION,PASS,,6201 FOWLER AVENUE,,,N,CITATION,M,(M) POSSESS/ETC BURGLARY TOOLS,PC,466,,N,,,,,,N,,,,,,69
CS0175064,1024,2021/01/06 00:00:00+00,2023/02/01 21:49:00+00,2021/01/06 00:00:00+00,2023/02/01 21:49:00+00,,5522,DRIVER,31,M,AM. IND./AL. NATIVE,I,2011,NISSAN,ALTIMA,PASS,,4555 ARMADALE WAY,,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,70
CS0216112,530,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,,5839,DRIVER,42,F,HISPANIC,W,1995,NISSAN,ALTIMA,PASS,,COLFAX ST,DEL PASO BLVD,N,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,71
CS0210863,931,2021/01/07 00:00:00+00,2023/02/01 12:04:00+00,2021/01/07 00:00:00+00,2023/02/01 12:04:00+00,,6055,DRIVER,49,F,WHITE,W,2004,LEXUS,,PASS,2035,ARDEN WAY,,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,72
CS0045951,264,2021/01/07 00:00:00+00,2023/02/01 19:46:00+00,2021/01/07 00:00:00+00,2023/02/01 19:46:00+00,CLEAR,6454,DRIVER,48,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,246,BANNON,,E,N,CITATION,I,(I) RIDE A BICYCLE ON WRONG SIDE OF ROADWAY,VC,21650.1,,N,,,,,,N,,,,,,73
CS0219802,876,2021/01/07 00:00:00+00,2023/02/01 11:57:00+00,2021/01/07 00:00:00+00,2023/02/01 11:57:00+00,,6050,DRIVER,37,M,WHITE,W,2017,KIA,SOUL,PASS,,ARDEN WAY,CHALLENGE WAY,E,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,56,40,LIDAR,HANDHELD,LH001160,N,,,,,,74
CS0220021,270,2021/01/07 00:00:00+00,2023/02/01 11:37:00+00,2021/01/07 00:00:00+00,2023/02/01 11:37:00+00,,6023,DRIVER,52,F,WHITE,W,2007,TOYOTA,HIGHLANDER,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,50,35,LIDAR,HANDHELD,LH002648,N,,,,,,75
CS0114177,238,2021/01/07 00:00:00+00,2023/02/01 23:31:00+00,2021/01/07 00:00:00+00,2023/02/01 23:31:00+00,CLEAR,6594,DRIVER,49,M,AFRICAN AMERICAN,B,1997,NISSAN,ALTIMA,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,76
CS0210861,931,2021/01/07 00:00:00+00,2023/02/01 11:28:00+00,2021/01/07 00:00:00+00,2023/02/01 11:28:00+00,,610,DRIVER,30,M,ASIAN OTHER,A,2016,MCLAREN,,PASS,2035,ARDEN WAY,,W,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,77
CS0045952,264,2021/01/07 00:00:00+00,2023/02/01 21:55:00+00,2021/01/07 00:00:00+00,2023/02/01 21:55:00+00,CLEAR,6513,DRIVER,36,F,PACIFIC ISLANDER,A,,,NOT IN LIST,PASS,1312,C STREET,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,78
CS0045952,264,2021/01/07 00:00:00+00,2023/02/01 21:55:00+00,2021/01/07 00:00:00+00,2023/02/01 21:55:00+00,CLEAR,6513,DRIVER,36,F,PACIFIC ISLANDER,A,,,NOT IN LIST,PASS,1312,C STREET,,,N,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,,N,,,,,,N,,,,,,79
CS0126517,433,2021/01/07 00:00:00+00,2023/02/01 23:08:00+00,2021/01/07 00:00:00+00,2023/02/01 23:08:00+00,CLEAR,6588,DRIVER,21,M,AFRICAN AMERICAN,B,2000,NISSAN,SENTRA,PASS,,VALLEY HIGH DR,GRANDSTAFF DR,,N,CITATION,I,(I) DRIVE W/O LIGHTS DURING DARK,VC,24250,,N,,,,,,N,,,,,4D,80
CS0219801,876,2021/01/07 00:00:00+00,2023/02/01 11:48:00+00,2021/01/07 00:00:00+00,2023/02/01 11:48:00+00,,6039,DRIVER,37,M,UNKNOWN,U,2015,TOYOTA,SIENNA,PASS,,ARDEN WAY,CHALLENGE WAY,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,81
CS0220020,270,2021/01/07 00:00:00+00,2023/02/01 11:31:00+00,2021/01/07 00:00:00+00,2023/02/01 11:31:00+00,,6011,DRIVER,48,M,AFRICAN AMERICAN,B,1995,CHEVROLET,,PASS,,EL CAMINO AVE,CLAY ST,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,53,35,,,,N,,,,,,82
CS0216118,530,2021/01/07 00:00:00+00,2023/02/01 10:42:00+00,2021/01/07 00:00:00+00,2023/02/01 10:42:00+00,,5956,DRIVER,37,F,AFRICAN AMERICAN,B,2006,FORD,,PASS,,MARYSVILLE BLVD,ROANOKE AVE,N,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,,,,,,N,,,,,,83
CS0216115,530,2021/01/07 00:00:00+00,2023/02/01 09:18:00+00,2021/01/07 00:00:00+00,2023/02/01 09:18:00+00,,5881,DRIVER,31,M,AFRICAN AMERICAN,B,2018,NISSAN,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,35,LIDAR,HANDHELD,,N,,,,,,84
CS0215428,407,2021/01/07 00:00:00+00,2023/02/01 11:47:00+00,2021/01/07 00:00:00+00,2023/02/01 11:47:00+00,,6031,DRIVER,22,M,HISPANIC,W,1996,FORD,TAURUS,PASS,,RIO LINDA BLVD,PHILLIPI WAY,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,85
CS0219799,876,2021/01/07 00:00:00+00,2023/02/01 11:31:00+00,2021/01/07 00:00:00+00,2023/02/01 11:31:00+00,,6013,DRIVER,37,F,WHITE,W,2012,TOYOTA,COROLLA,PASS,,ARDEN WAY,HERITAGE LN,E,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,40,LIDAR,HANDHELD,LH001160,N,,,,,,86
CS0220022,270,2021/01/07 00:00:00+00,2023/02/01 12:08:00+00,2021/01/07 00:00:00+00,2023/02/01 12:08:00+00,,6060,DRIVER,30,M,AFRICAN AMERICAN,B,1999,BUICK,,PASS,,EL CAMINO AVE,CLAY ST,W,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,50,35,,,,N,,,,,,87
CS0216119,530,2021/01/07 00:00:00+00,2023/02/01 10:53:00+00,2021/01/07 00:00:00+00,2023/02/01 10:53:00+00,,5975,DRIVER,29,F,AFRICAN AMERICAN,B,1995,TOYOTA,,PASS,,DEL PASO BLVD,ELEANOR AVE,S,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,88
CS0215431,407,2021/01/07 00:00:00+00,2023/02/01 12:53:00+00,2021/01/07 00:00:00+00,2023/02/01 12:53:00+00,,6098,DRIVER,36,F,HISPANIC,W,2018,HYUNDAI,ELANTRA,PASS,,DEL PASO BLVD,ELEANOR AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,89
CS0216117,530,2021/01/07 00:00:00+00,2023/02/01 09:44:00+00,2021/01/07 00:00:00+00,2023/02/01 09:44:00+00,,5901,DRIVER,30,M,AFRICAN AMERICAN,B,2005,LINCOLN,,PASS,,DEL PASO BLVD,ELEANOR AVE,N,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,90
CS0210862,931,2021/01/07 00:00:00+00,2023/02/01 11:47:00+00,2021/01/07 00:00:00+00,2023/02/01 11:47:00+00,,6035,DRIVER,59,F,WHITE,W,2016,HONDA,,PASS,,ARDEN WAY,HERITAGE LN,,N,Citation,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,,N,,,,,,N,,,,,,91
CS0216112,530,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,,5839,DRIVER,42,F,HISPANIC,W,1995,NISSAN,ALTIMA,PASS,,COLFAX ST,DEL PASO BLVD,N,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,92
CS0216114,530,2021/01/07 00:00:00+00,2023/02/01 09:05:00+00,2021/01/07 00:00:00+00,2023/02/01 09:05:00+00,,5867,DRIVER,34,F,AFRICAN AMERICAN,B,2009,PONTIAC,,PASS,,CLAY ST,EL CAMINO AVE,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,35,LIDAR,HANDHELD,,N,,,,,,93
CS0126517,433,2021/01/07 00:00:00+00,2023/02/01 23:08:00+00,2021/01/07 00:00:00+00,2023/02/01 23:08:00+00,CLEAR,6588,DRIVER,21,M,AFRICAN AMERICAN,B,2000,NISSAN,SENTRA,PASS,,VALLEY HIGH DR,GRANDSTAFF DR,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,94
CS0216120,530,2021/01/07 00:00:00+00,2023/02/01 11:05:00+00,2021/01/07 00:00:00+00,2023/02/01 11:05:00+00,,5988,DRIVER,64,M,WHITE,W,2006,HONDA,,PASS,,DEL PASO BLVD,BOXWOOD ST,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,95
CS0155583,973,2021/01/07 00:00:00+00,2023/02/01 17:57:00+00,2021/01/07 00:00:00+00,2023/02/01 17:57:00+00,CLEAR,6322,DRIVER,40,M,AFRICAN AMERICAN,B,2005,FORD,FIVE HUNDRED,PASS,,47TH AVENUE,47TH STREET,S,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,96
CS0114176,238,2021/01/07 00:00:00+00,2023/02/01 22:02:00+00,2021/01/07 00:00:00+00,2023/02/01 22:02:00+00,CLEAR,6534,DRIVER,63,M,AFRICAN AMERICAN,B,2000,MERCEDES-BENZ,C-CLASS,PASS,,EL CAMINO AVE,DEL PASO BLVD,N,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,4D,97
CS0216112,530,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,2021/01/07 00:00:00+00,2023/02/01 08:36:00+00,,5839,DRIVER,42,F,HISPANIC,W,1995,NISSAN,ALTIMA,PASS,,COLFAX ST,DEL PASO BLVD,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,98
CS0096526,1001,2021/01/07 00:00:00+00,2023/02/01 16:43:00+00,2021/01/07 00:00:00+00,2023/02/01 16:43:00+00,,6285,DRIVER,19,F,AFRICAN AMERICAN,B,2002,BMW,330,PASS,2928,LA RIVERIA DR,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,99
CS0211588,511,2021/01/07 00:00:00+00,2023/02/01 10:15:00+00,2021/01/07 00:00:00+00,2023/02/01 10:15:00+00,,5928,DRIVER,47,M,AFRICAN AMERICAN,B,,,,PASS,,K ST,10TH ST,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,"OPEN 24OZ CAN STEEL RESERVE 211, 1/2 FULL",,,,,100
CS0011168,667,2021/01/05 00:00:00+00,2023/02/01 16:05:00+00,2021/01/05 00:00:00+00,2023/02/01 16:05:00+00,CLEAR,4259,DRIVER,27,M,HISPANIC,W,2006,BMW,7 SERIES,PASS,3709,47TH AVE,,,N,CITATION,M,(M) POSSESS MARIJUANA FOR SALE-MISD,HS,11359(B),,N,,,,,,N,,,,,,101
CS0212960,592,2021/01/05 00:00:00+00,2023/02/01 11:39:00+00,2021/01/05 00:00:00+00,2023/02/01 11:39:00+00,CLEAR,4003,DRIVER,17,M,AFRICAN AMERICAN,B,2013,INFINITI,QX56,PTRK,,FRANKLIN BLVD,IDAHO DR,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,61,45,LIDAR,HANDHELD,,N,,,,,LL,102
CS0192041,656,2021/01/05 00:00:00+00,2023/02/01 16:00:00+00,2020/12/24 00:00:00+00,2023/02/01 15:01:00+00,,372454,DRIVER,33,M,AFRICAN AMERICAN,B,2010,HYUNDAI,ELANTRA,PASS,,TERRACINA,TRUXEL,E,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,Y,,,Accident,,,103
CS0220012,270,2021/01/05 00:00:00+00,2023/02/01 10:34:00+00,2021/01/05 00:00:00+00,2023/02/01 10:34:00+00,,3934,DRIVER,56,F,WHITE,W,2005,MAZDA,,PASS,,FREEPORT BLVD,FLORIN RD,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,104
CS0055532,298,2021/01/05 00:00:00+00,2023/02/01 21:33:00+00,2021/01/05 00:00:00+00,2023/02/01 21:33:00+00,CLEAR,4534,DRIVER,70,M,AFRICAN AMERICAN,B,2011,NISSAN,SENTRA,PASS,,MEADOWVIEW RD,24 TH STREET,E,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,105
CS0192038,656,2021/01/05 00:00:00+00,2023/02/01 06:29:00+00,2020/12/26 00:00:00+00,2023/02/01 06:29:00+00,,373829,DRIVER,46,M,HISPANIC,W,2009,CADILLAC,DEVILLE,PASS,,401 I ST,,,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,Y,,,Accident,,,106
CS0210858,931,2021/01/05 00:00:00+00,2023/02/01 11:51:00+00,2021/01/05 00:00:00+00,2023/02/01 11:51:00+00,FOG,4027,DRIVER,23,F,AFRICAN AMERICAN,B,2018,CHEVROLET,,PASS,,FLORIN RD,17TH ST,E,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,70,40,LIDAR,HANDHELD,,N,,,,,,107
1348303,492,2021/01/05 00:00:00+00,2023/02/01 04:04:00+00,2021/01/05 00:00:00+00,2023/02/01 04:04:00+00,CLOUDY,4310,Driver,45,M,AFRICAN AMERICAN,B,2012,MERZ,C300,PASS,,FRUITRIDGE RD ,FREEPORT BLVD,W,N,CITATION,I,(I) VIOLATING TRAFFIC CONTROL MARKERS,VC,22101(D),,N,,,,,,N,,,SEE ATTACHED PAPER CITATION,,4D,108
CS0219792,876,2021/01/05 00:00:00+00,2023/02/01 11:42:00+00,2021/01/05 00:00:00+00,2023/02/01 11:42:00+00,,4023,DRIVER,29,M,ASIAN OTHER,A,2018,SUBARU,WRX,PASS,,FREEPORT BLVD,FLORIN RD,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,64,50,LIDAR,HANDHELD,LH001160,N,,,,,,109
CS0109050,589,2021/01/05 00:00:00+00,2023/02/01 02:07:00+00,2021/01/05 00:00:00+00,2023/02/01 02:07:00+00,CLEAR,3753,DRIVER,35,M,WHITE,W,2004,TOYOTA,RAV4,PASS,,FLORIN RD,17TH ST,W,N,CITATION,I,(I)FAILURE TO YIELD TO EMERGENCY VEHICLE,VC,21806(A)(1),,N,35,35,,,,N,,,,,,110
CS0210858,931,2021/01/05 00:00:00+00,2023/02/01 11:51:00+00,2021/01/05 00:00:00+00,2023/02/01 11:51:00+00,FOG,4027,DRIVER,23,F,AFRICAN AMERICAN,B,2018,CHEVROLET,,PASS,,FLORIN RD,17TH ST,E,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,70,40,LIDAR,HANDHELD,,N,,,,,,111
CS0220013,270,2021/01/05 00:00:00+00,2023/02/01 10:43:00+00,2021/01/05 00:00:00+00,2023/02/01 10:43:00+00,,3959,DRIVER,46,M,AFRICAN AMERICAN,B,2018,RAM,RAM PICKUP 1500,PASS,,MEADOWVIEW RD,21ST ST,E,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,112
CS0025560,3066,2021/01/05 00:00:00+00,2023/02/01 15:59:00+00,2021/01/05 00:00:00+00,2023/02/01 15:59:00+00,,4299,DRIVER,27,M,WHITE,W,1997,HONDA,ACCORD,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,,113
CS0215424,407,2021/01/05 00:00:00+00,2023/02/01 12:09:00+00,2021/01/05 00:00:00+00,2023/02/01 12:09:00+00,,4054,DRIVER,66,M,AFRICAN AMERICAN,B,2017,FORD,FUSION,PASS,8270,DELTA SHORES CIRCLE ,,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,114
CS0215421,407,2021/01/05 00:00:00+00,2023/02/01 10:44:00+00,2021/01/05 00:00:00+00,2023/02/01 10:44:00+00,,3943,DRIVER,56,M,AFRICAN AMERICAN,B,2001,CHEVROLET,TAHOE,PASS,,FLORIN RD,LUTHER DR,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,115
CS0141528,707,2021/01/05 00:00:00+00,2023/02/01 23:39:00+00,2021/01/05 00:00:00+00,2023/02/01 23:39:00+00,CLEAR,4425,DRIVER,31,M,WHITE,W,2020,NISSAN,SENTRA,PASS,,GLORIA DRIVE,RUSH RIVER DRIVE,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,Y,,,Accident,,,116
CS0215425,407,2021/01/05 00:00:00+00,2023/02/01 12:30:00+00,2021/01/05 00:00:00+00,2023/02/01 12:30:00+00,,4080,DRIVER,33,F,UNKNOWN,U,2011,LEXUS,ES 350,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,117
CS0192040,656,2021/01/05 00:00:00+00,2023/02/01 06:43:00+00,2020/11/16 00:00:00+00,2023/02/01 02:31:00+00,,337796,DRIVER,28,M,HISPANIC,W,1995,CHEVROLET,SILVERADO 1500,PASS,,289 ARDEN WAY,,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,35,35,,HANDHELD,,Y,,,Accident,,,118
CS0219794,876,2021/01/05 00:00:00+00,2023/02/01 12:38:00+00,2021/01/05 00:00:00+00,2023/02/01 12:38:00+00,,4089,DRIVER,68,M,ASIAN OTHER,A,2001,LINCOLN,LS,PASS,,FRANKLIN BLVD,WESTHAM WAY,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,LH001160,N,,,,,,119
CS0220015,270,2021/01/05 00:00:00+00,2023/02/01 11:16:00+00,2021/01/05 00:00:00+00,2023/02/01 11:16:00+00,,4007,DRIVER,47,F,ASIAN OTHER,A,2014,BMW,X1,PASS,,FRANKLIN BLVD,VILLAGE WOOD DR,N,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,LH002648,N,,,WARNING ONLY,,,120
CS0192039,656,2021/01/05 00:00:00+00,2023/02/01 06:38:00+00,2020/12/03 00:00:00+00,2023/02/01 13:51:00+00,,353372,DRIVER,88,M,ASIAN OTHER,A,2017,LEXUS,ES250,PASS,,FREEPORT,BROADWAY,,N,CITATION,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,,N,,,,,,Y,,,Accident,,,121
CS0215425,407,2021/01/05 00:00:00+00,2023/02/01 12:30:00+00,2021/01/05 00:00:00+00,2023/02/01 12:30:00+00,,4080,DRIVER,33,F,UNKNOWN,U,2011,LEXUS,ES 350,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,122
CS0215422,407,2021/01/05 00:00:00+00,2023/02/01 11:17:00+00,2021/01/05 00:00:00+00,2023/02/01 11:17:00+00,,3987,DRIVER,24,M,HISPANIC,W,1998,HONDA,CIVIC,PASS,,FRANKLIN BLVD,BOYCE DR,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,123
CS0215426,407,2021/01/05 00:00:00+00,2023/02/01 12:41:00+00,2021/01/05 00:00:00+00,2023/02/01 12:41:00+00,,4094,DRIVER,21,M,HISPANIC,W,2015,TOYOTA,COROLLA,PASS,,CALVINE RD,SUNNYBRAE DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,124
CS0212957,592,2021/01/05 00:00:00+00,2023/02/01 11:05:00+00,2021/01/05 00:00:00+00,2023/02/01 11:05:00+00,CLEAR,3971,DRIVER,30,M,AFRICAN AMERICAN,B,2019,TOYOTA,CAMRY,PASS,,CALVINE RD,SUNNYBRAE DR,W,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,4D,125
CS0220014,270,2021/01/05 00:00:00+00,2023/02/01 11:01:00+00,2021/01/05 00:00:00+00,2023/02/01 11:01:00+00,,3977,DRIVER,62,F,AFRICAN AMERICAN,B,2001,MITSUBISHI,MIRAGE,PASS,,24TH ST,MEADOWVIEW RD,S,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,126
CS0212960,592,2021/01/05 00:00:00+00,2023/02/01 11:39:00+00,2021/01/05 00:00:00+00,2023/02/01 11:39:00+00,CLEAR,4003,DRIVER,17,M,AFRICAN AMERICAN,B,2013,INFINITI,QX56,PTRK,,FRANKLIN BLVD,IDAHO DR,N,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,61,45,LIDAR,HANDHELD,,N,,,,,LL,127
CS0212953,592,2021/01/05 00:00:00+00,2023/02/01 10:01:00+00,2021/01/05 00:00:00+00,2023/02/01 10:01:00+00,CLEAR,3909,DRIVER,19,M,AFRICAN AMERICAN,B,2001,HONDA,ACCORD,PASS,,CALVINE RD,SUNNYBRAE DR,E,N,Citation,M,(M) RECKLESS DRIVING,VC,23103(A),,N,50,35,,,,N,,,,,4D,128
CS0215423,407,2021/01/05 00:00:00+00,2023/02/01 11:29:00+00,2021/01/05 00:00:00+00,2023/02/01 11:29:00+00,,4004,DRIVER,30,F,AFRICAN AMERICAN,B,1995,TOYOTA,CAMRY,PASS,,BROOKFIELD DR,QUINBY WAY,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,129
CS0192040,656,2021/01/05 00:00:00+00,2023/02/01 06:43:00+00,2020/11/16 00:00:00+00,2023/02/01 02:31:00+00,,337796,DRIVER,28,M,HISPANIC,W,1995,CHEVROLET,SILVERADO 1500,PASS,,289 ARDEN WAY,,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,35,35,,HANDHELD,,Y,,,Accident,,,130
CS0215421,407,2021/01/05 00:00:00+00,2023/02/01 10:44:00+00,2021/01/05 00:00:00+00,2023/02/01 10:44:00+00,,3943,DRIVER,56,M,AFRICAN AMERICAN,B,2001,CHEVROLET,TAHOE,PASS,,FLORIN RD,LUTHER DR,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,131
CS0011168,667,2021/01/05 00:00:00+00,2023/02/01 16:05:00+00,2021/01/05 00:00:00+00,2023/02/01 16:05:00+00,CLEAR,4259,DRIVER,27,M,HISPANIC,W,2006,BMW,7 SERIES,PASS,3709,47TH AVE,,,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,,132
CS0219795,876,2021/01/05 00:00:00+00,2023/02/01 12:46:00+00,2021/01/05 00:00:00+00,2023/02/01 12:46:00+00,,4103,DRIVER,31,F,AFRICAN AMERICAN,B,2013,VOLKSWAGEN,JETTA,PASS,,FRANKLIN BLVD,WESTHAM WAY,N,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,66,45,LIDAR,HANDHELD,LH001160,N,,,,,,133
CS0210856,931,2021/01/05 00:00:00+00,2023/02/01 11:23:00+00,2021/01/05 00:00:00+00,2023/02/01 11:23:00+00,FOG,3998,DRIVER,65,M,WHITE,W,2001,CHEVROLET,,PASS,,FLORIN RD,17TH ST,W,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,55,40,LIDAR,HANDHELD,,N,,,,,,134
CS0212955,592,2021/01/05 00:00:00+00,2023/02/01 10:30:00+00,2021/01/05 00:00:00+00,2023/02/01 10:30:00+00,CLEAR,3930,DRIVER,46,M,WHITE,W,2016,FORD,TRANSIT CARGO,PTRK,,CALVINE RD,SUNNYBRAE DR,W,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,VN,135
CS0220014,270,2021/01/05 00:00:00+00,2023/02/01 11:01:00+00,2021/01/05 00:00:00+00,2023/02/01 11:01:00+00,,3977,DRIVER,62,F,AFRICAN AMERICAN,B,2001,MITSUBISHI,MIRAGE,PASS,,24TH ST,MEADOWVIEW RD,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,136
