CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0233865,270,2022/01/11 00:00:00+00,2023/02/01 10:44:00+00,2022/01/11 00:00:00+00,2023/02/01 10:44:00+00,,9823,DRIVER,44,F,ASIAN OTHER,A,2012,TOYOTA,,PASS,,FOLSOM BLVD,HORNET DR,W,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,WARNING ONLY,,,69
CS0233866,270,2022/01/11 00:00:00+00,2023/02/01 10:50:00+00,2022/01/11 00:00:00+00,2023/02/01 10:50:00+00,,9833,DRIVER,35,F,AFRICAN AMERICAN,B,2011,KIA,,PASS,,HORNET DR,FOLSOM BLVD,W,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,WARNING ONLY,,,70
CS0233867,270,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,,9840,DRIVER,47,F,WHITE,W,2014,AUDI,NOT IN LIST,PASS,,FOLSOM BLVD,HOWE AVE,W,N,Citation,I,(I) ILLEGAL U-TURN-BUSINESS DISTRICT,VC,22102,,N,,,,,,N,,,,,,71
CS0233867,270,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,,9840,DRIVER,47,F,WHITE,W,2014,AUDI,NOT IN LIST,PASS,,FOLSOM BLVD,HOWE AVE,W,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,72
CS0233867,270,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,2022/01/11 00:00:00+00,2023/02/01 10:53:00+00,,9840,DRIVER,47,F,WHITE,W,2014,AUDI,NOT IN LIST,PASS,,FOLSOM BLVD,HOWE AVE,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,73
CS0233868,270,2022/01/11 00:00:00+00,2023/02/01 11:08:00+00,2022/01/11 00:00:00+00,2023/02/01 11:08:00+00,,9859,DRIVER,23,F,AFRICAN AMERICAN,B,2013,CHEVROLET,,PASS,,LA RIVIERA DR,COLLEGE TOWN DR,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,74
CS0233869,270,2022/01/11 00:00:00+00,2023/02/01 11:19:00+00,2022/01/11 00:00:00+00,2023/02/01 11:19:00+00,,9869,DRIVER,30,M,AFRICAN AMERICAN,B,2009,CHEVROLET,,PASS,,POWER INN RD,19TH AVE,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,LH002648,N,,,,,,75
CS0233870,270,2022/01/11 00:00:00+00,2023/02/01 11:26:00+00,2022/01/11 00:00:00+00,2023/02/01 11:26:00+00,,9877,DRIVER,38,M,HISPANIC,W,2000,TOYOTA,,PASS,,14TH AVE,W RAILROAD AVE,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,76
CS0234376,407,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,,9644,DRIVER,20,M,WHITE,W,2022,PLSR,NOT IN LIST,PASS,,WB HWY 50,MATHER BLVD,,N,WARNING,I,(I) USE OF PREFERENTIAL LANES,VC,21655.5(B),,N,,,,,,N,,,WARNING ONLY,,,77
CS0234376,407,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,,9644,DRIVER,20,M,WHITE,W,2022,PLSR,NOT IN LIST,PASS,,WB HWY 50,MATHER BLVD,,N,WARNING,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,WARNING ONLY,,,78
CS0234377,407,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,2022/01/11 00:00:00+00,2023/02/01 06:44:00+00,,9644,DRIVER,20,M,WHITE,W,2022,PLSR,NOT IN LIST,PASS,,WB HWY 50,MATHER BLVD,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,79
CS0234378,407,2022/01/11 00:00:00+00,2023/02/01 09:36:00+00,2022/01/11 00:00:00+00,2023/02/01 09:36:00+00,,9729,DRIVER,22,F,HISPANIC,W,2000,TOYOTA,COROLLA,PASS,,HOWE AVE,SWARTHMORE DR,,N,Citation,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),,N,,,,,,N,,,,,,80
CS0234379,407,2022/01/11 00:00:00+00,2023/02/01 09:46:00+00,2022/01/11 00:00:00+00,2023/02/01 09:46:00+00,,9747,DRIVER,44,F,WHITE,W,2013,HYUNDAI,VELOSTER,PASS,,POWER INN RD,14TH AVE,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,81
CS0234380,407,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,,9759,DRIVER,36,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,POWER INN RD,21ST AVE,,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,LH001157,N,,,WARNING ONLY,,,82
CS0234380,407,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,,9759,DRIVER,36,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,POWER INN RD,21ST AVE,,N,WARNING,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,60,45,LIDAR,HANDHELD,LH001157,N,,,WARNING ONLY,,,83
CS0234380,407,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,,9759,DRIVER,36,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,POWER INN RD,21ST AVE,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,60,45,LIDAR,HANDHELD,LH001157,N,,,WARNING ONLY,,,84
CS0234381,407,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,,9759,DRIVER,36,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,POWER INN RD,21ST AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,60,45,LIDAR,HANDHELD,LH001157,N,,,,,,85
CS0234381,407,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,2022/01/11 00:00:00+00,2023/02/01 09:54:00+00,,9759,DRIVER,36,M,HISPANIC,W,2013,HONDA,ACCORD,PASS,,POWER INN RD,21ST AVE,,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,60,45,LIDAR,HANDHELD,LH001157,N,,,,,,86
CS0234382,407,2022/01/11 00:00:00+00,2023/02/01 10:17:00+00,2022/01/11 00:00:00+00,2023/02/01 10:17:00+00,,9782,DRIVER,53,M,HISPANIC,W,2009,KENWORTH,,PASS,,POWER INN RD,21ST AVE,,N,Citation,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),,N,,,,,,N,,,,,,87
CS0234383,407,2022/01/11 00:00:00+00,2023/02/01 10:29:00+00,2022/01/11 00:00:00+00,2023/02/01 10:29:00+00,,9801,DRIVER,53,M,WHITE,W,2000,DODGE,,PASS,,POWER INN RD,RAMONA AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,88
CS0234384,407,2022/01/11 00:00:00+00,2023/02/01 10:36:00+00,2022/01/11 00:00:00+00,2023/02/01 10:36:00+00,,9815,DRIVER,70,M,WHITE,W,2013,KIA,OPTIMA,PASS,,14TH AVE,POWER INN RD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,89
CS0234385,407,2022/01/11 00:00:00+00,2023/02/01 10:44:00+00,2022/01/11 00:00:00+00,2023/02/01 10:44:00+00,,9821,DRIVER,24,M,WHITE,W,2021,SUBARU,CROSSTREK,PASS,,14TH AVE,POWER INN RD,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,90
CS0234386,407,2022/01/11 00:00:00+00,2023/02/01 11:21:00+00,2022/01/11 00:00:00+00,2023/02/01 11:21:00+00,,9870,DRIVER,56,M,HISPANIC,W,2012,FORD,F-150,PASS,,63RD ST,MCMAHON DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,91
CS0234387,407,2022/01/11 00:00:00+00,2023/02/01 11:33:00+00,2022/01/11 00:00:00+00,2023/02/01 11:33:00+00,,9887,DRIVER,59,M,HISPANIC,W,2012,GMC,SIERRA 1500,PASS,,63RD ST,MCMAHON DR,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,92
CS0234388,407,2022/01/11 00:00:00+00,2023/02/01 12:06:00+00,2022/01/11 00:00:00+00,2023/02/01 12:06:00+00,,9927,DRIVER,54,F,WHITE,W,2001,HONDA,CR-V,PASS,,STOCKTON BLVD,BROADWAY,,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,93
CS0235170,946,2022/01/11 00:00:00+00,2023/02/01 10:06:00+00,2022/01/11 00:00:00+00,2023/02/01 10:06:00+00,CLEAR,9769,DRIVER,67,M,WHITE,W,2001,FORD,F-150,PASS,,FRUITRIDGE RD,24TH ST,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,94
CS0235171,946,2022/01/11 00:00:00+00,2023/02/01 10:18:00+00,2022/01/11 00:00:00+00,2023/02/01 10:18:00+00,CLEAR,9784,DRIVER,61,M,WHITE,W,2017,SUBARU,OUTBACK,PASS,,FRUITRIDGE RD,28TH ST,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,95
CS0235172,946,2022/01/11 00:00:00+00,2023/02/01 10:27:00+00,2022/01/11 00:00:00+00,2023/02/01 10:27:00+00,CLEAR,9797,DRIVER,52,M,WHITE,W,2003,TOYOTA,TACOMA,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,W,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,WARNING ONLY,,,96
CS0235173,946,2022/01/11 00:00:00+00,2023/02/01 10:33:00+00,2022/01/11 00:00:00+00,2023/02/01 10:33:00+00,CLEAR,9797,DRIVER,52,M,WHITE,W,2003,TOYOTA,TACOMA,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,W,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,97
CS0235173,946,2022/01/11 00:00:00+00,2023/02/01 10:33:00+00,2022/01/11 00:00:00+00,2023/02/01 10:33:00+00,CLEAR,9797,DRIVER,52,M,WHITE,W,2003,TOYOTA,TACOMA,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,98
CS0235174,946,2022/01/11 00:00:00+00,2023/02/01 11:10:00+00,2022/01/11 00:00:00+00,2023/02/01 11:10:00+00,CLEAR,9854,DRIVER,23,M,HISPANIC,W,2017,BMW,3 SERIES,PASS,,RIVERSIDE BLVD,FLORIN RD,W,N,Citation,I,(I) MAXIMUM SPEED - OVER 55 LIMIT,VC,22349(B),,N,70,40,PACED,HANDHELD,,N,,,,,,99
CS0235175,946,2022/01/11 00:00:00+00,2023/02/01 11:22:00+00,2022/01/11 00:00:00+00,2023/02/01 11:22:00+00,CLEAR,9871,DRIVER,25,M,HISPANIC,W,2015,NISSAN,ALTIMA,PASS,,POCKET RD,WINDBRIDGE DR,NW,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,100
CS0230838,530,2022/01/07 00:00:00+00,2023/02/01 09:44:00+00,2022/01/07 00:00:00+00,2023/02/01 09:44:00+00,,6235,DRIVER,43,M,WHITE,W,2001,GMC,,PASS,,LOS ROBLES BLVD,MARYSVILLE BLVD,S,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,101
CS0230839,530,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,,6308,DRIVER,16,F,AFRICAN AMERICAN,B,2006,CHEVROLET,,PASS,,ARDEN WAY,HERITAGE LN,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,102
CS0230839,530,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,,6308,DRIVER,16,F,AFRICAN AMERICAN,B,2006,CHEVROLET,,PASS,,ARDEN WAY,HERITAGE LN,E,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,103
CS0230839,530,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,2022/01/07 00:00:00+00,2023/02/01 10:59:00+00,,6308,DRIVER,16,F,AFRICAN AMERICAN,B,2006,CHEVROLET,,PASS,,ARDEN WAY,HERITAGE LN,E,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,104
CS0230840,530,2022/01/07 00:00:00+00,2023/02/01 16:06:00+00,2022/01/07 00:00:00+00,2023/02/01 16:06:00+00,,6588,DRIVER,34,F,ASIAN OTHER,A,2015,TOYOTA,,PASS,,NB HWY 70,S/O HOWSLEY ,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,86,65,PACED,HANDHELD,,N,,,,,,105
CS0234363,407,2022/01/07 00:00:00+00,2023/02/01 07:28:00+00,2022/01/07 00:00:00+00,2023/02/01 07:28:00+00,,6132,DRIVER,56,F,WHITE,W,1997,TOYOTA,,PASS,,RICHARDS BLVD,N 7TH ST,,N,Citation,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),,N,,,,,,N,,,,,,106
CS0234364,407,2022/01/07 00:00:00+00,2023/02/01 07:57:00+00,2022/01/07 00:00:00+00,2023/02/01 07:57:00+00,,6149,DRIVER,27,F,WHITE,W,2017,HONDA,CR-V,PASS,,ALHAMBRA BLVD,I ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,107
CS0234365,407,2022/01/07 00:00:00+00,2023/02/01 08:05:00+00,2022/01/07 00:00:00+00,2023/02/01 08:05:00+00,,6153,DRIVER,63,M,WHITE,W,2004,FORD,F-150,PASS,,ALHAMBRA BLVD,I ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,108
CS0234366,407,2022/01/07 00:00:00+00,2023/02/01 08:24:00+00,2022/01/07 00:00:00+00,2023/02/01 08:24:00+00,,6167,DRIVER,47,F,WHITE,W,2016,PORSCHE,CAYENNE,PASS,,K ST,30TH ST,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,109
CS0234367,407,2022/01/07 00:00:00+00,2023/02/01 08:47:00+00,2022/01/07 00:00:00+00,2023/02/01 08:47:00+00,,6184,DRIVER,66,M,WHITE,W,2009,BMW,X5,PASS,,ALHAMBRA BLVD,H ST,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,110
CS0234368,407,2022/01/07 00:00:00+00,2023/02/01 08:54:00+00,2022/01/07 00:00:00+00,2023/02/01 08:54:00+00,,6192,DRIVER,47,M,WHITE,W,2002,TOYOTA,SIENNA,PASS,,30TH ST,H ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,111
CS0234369,407,2022/01/07 00:00:00+00,2023/02/01 09:17:00+00,2022/01/07 00:00:00+00,2023/02/01 09:17:00+00,,6211,DRIVER,31,M,WHITE,W,2010,MAZDA,MAZDA5,PASS,,W EL CAMINO AVE,AZEVEDO DR,,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,112
CS0234369,407,2022/01/07 00:00:00+00,2023/02/01 09:17:00+00,2022/01/07 00:00:00+00,2023/02/01 09:17:00+00,,6211,DRIVER,31,M,WHITE,W,2010,MAZDA,MAZDA5,PASS,,W EL CAMINO AVE,AZEVEDO DR,,N,Citation,I,"(I) RED ARROW, DRIVER SHALL NOT ENTER INTERSECTION",VC,21453(C),,N,,,,,,N,,,,,,113
CS0234370,407,2022/01/07 00:00:00+00,2023/02/01 09:44:00+00,2022/01/07 00:00:00+00,2023/02/01 09:44:00+00,,6236,DRIVER,30,F,WHITE,W,2014,FORD,FIESTA,PASS,,W EL CAMINO AVE,AZEVEDO DR,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,114
CS0234371,407,2022/01/07 00:00:00+00,2023/02/01 09:53:00+00,2022/01/07 00:00:00+00,2023/02/01 09:53:00+00,,6244,DRIVER,27,F,AFRICAN AMERICAN,B,2018,AUDI,Q3,PASS,,W EL CAMINO AVE,TRUXEL RD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,115
CS0234372,407,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,,6265,DRIVER,40,F,HISPANIC,W,2005,CHRYSLER,PACIFICA,PASS,,DEL PASO BLVD,PALO VERDE AVE,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,116
CS0234372,407,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,,6265,DRIVER,40,F,HISPANIC,W,2005,CHRYSLER,PACIFICA,PASS,,DEL PASO BLVD,PALO VERDE AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,117
CS0234372,407,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,2022/01/07 00:00:00+00,2023/02/01 10:14:00+00,,6265,DRIVER,40,F,HISPANIC,W,2005,CHRYSLER,PACIFICA,PASS,,DEL PASO BLVD,PALO VERDE AVE,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,118
CS0234373,407,2022/01/07 00:00:00+00,2023/02/01 10:25:00+00,2022/01/07 00:00:00+00,2023/02/01 10:25:00+00,,6276,DRIVER,44,F,HISPANIC,W,2005,NISSAN,ALTIMA,PASS,,DEL PASO BLVD,PALO VERDE AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,119
CS0234374,407,2022/01/07 00:00:00+00,2023/02/01 10:52:00+00,2022/01/07 00:00:00+00,2023/02/01 10:52:00+00,,6301,DRIVER,29,F,WHITE,W,2016,CHEVROLET,TAHOE,PASS,,RALEY BLVD,BELL AVE,,N,Citation,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),,N,,,,,,N,,,,,,120
CS0234375,407,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,,6318,DRIVER,26,F,HISPANIC,W,2014,JEEP,GRAND CHEROKEE,PASS,,BELL AVE,RALEY BLVD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,121
CS0234375,407,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,,6318,DRIVER,26,F,HISPANIC,W,2014,JEEP,GRAND CHEROKEE,PASS,,BELL AVE,RALEY BLVD,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,122
CS0234375,407,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,2022/01/07 00:00:00+00,2023/02/01 11:09:00+00,,6318,DRIVER,26,F,HISPANIC,W,2014,JEEP,GRAND CHEROKEE,PASS,,BELL AVE,RALEY BLVD,,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,123
CS0234711,920,2022/01/07 00:00:00+00,2023/02/01 05:52:00+00,2022/01/07 00:00:00+00,2023/02/01 05:52:00+00,,6095,DRIVER,53,M,HISPANIC,W,2014,HONDA,,PASS,,RICHARDS BLVD,BERCUT DR,,N,Citation,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,,,,124
CS0234712,920,2022/01/07 00:00:00+00,2023/02/01 07:32:00+00,2022/01/07 00:00:00+00,2023/02/01 07:32:00+00,,6138,DRIVER,33,F,HISPANIC,W,2012,KIA,,PASS,,MARYSVILLE BLVD,SOUTH AVE,,N,Citation,I,(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,VC,14600(A),,N,,,,,,N,,,,,,125
CS0234713,920,2022/01/07 00:00:00+00,2023/02/01 08:09:00+00,2022/01/07 00:00:00+00,2023/02/01 08:09:00+00,,6157,DRIVER,37,F,WHITE,W,2020,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,WARNING,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,WARNING ONLY,,,126
CS0234713,920,2022/01/07 00:00:00+00,2023/02/01 08:09:00+00,2022/01/07 00:00:00+00,2023/02/01 08:09:00+00,,6157,DRIVER,37,F,WHITE,W,2020,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,WARNING,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,WARNING ONLY,,,127
CS0234714,920,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,,6157,DRIVER,37,F,WHITE,W,2020,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),,N,,,,,,N,,,,,,128
CS0234714,920,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,,6157,DRIVER,37,F,WHITE,W,2020,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,129
CS0234714,920,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,2022/01/07 00:00:00+00,2023/02/01 08:13:00+00,,6157,DRIVER,37,F,WHITE,W,2020,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,130
CS0234715,920,2022/01/07 00:00:00+00,2023/02/01 09:16:00+00,2022/01/07 00:00:00+00,2023/02/01 09:16:00+00,,6208,DRIVER,41,M,HISPANIC,W,2002,FORD,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,131
CS0234716,920,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,,6224,DRIVER,29,M,AFRICAN AMERICAN,B,2006,BMW,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,132
CS0234716,920,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,,6224,DRIVER,29,M,AFRICAN AMERICAN,B,2006,BMW,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,133
CS0234716,920,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,2022/01/07 00:00:00+00,2023/02/01 09:33:00+00,,6224,DRIVER,29,M,AFRICAN AMERICAN,B,2006,BMW,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,134
CS0234717,920,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,,6241,DRIVER,19,F,AFRICAN AMERICAN,B,2016,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,135
CS0234717,920,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,,6241,DRIVER,19,F,AFRICAN AMERICAN,B,2016,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,136
CS0234717,920,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,2022/01/07 00:00:00+00,2023/02/01 09:48:00+00,,6241,DRIVER,19,F,AFRICAN AMERICAN,B,2016,CHEVROLET,,PASS,,GRAND AVE,MAHOGANY ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,137
CS0234718,920,2022/01/07 00:00:00+00,2023/02/01 10:03:00+00,2022/01/07 00:00:00+00,2023/02/01 10:03:00+00,,6260,DRIVER,61,M,AFRICAN AMERICAN,B,1998,CHEVROLET,,PASS,,RIO LINDA BLVD,GRAND AVE,,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,138
CS0234718,920,2022/01/07 00:00:00+00,2023/02/01 10:03:00+00,2022/01/07 00:00:00+00,2023/02/01 10:03:00+00,,6260,DRIVER,61,M,AFRICAN AMERICAN,B,1998,CHEVROLET,,PASS,,RIO LINDA BLVD,GRAND AVE,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,139
