ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
72,CS0191168,530,2019/03/11 16:17:00+00,2019/03/11 16:17:00+00,,75048,DRIVER,27,M,HISPANIC,W,2001,MITSUBISHI,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,55,35,LIDAR,HANDHELD,,N,,,,,
73,CS0196382,931,2019/12/30 16:49:00+00,2019/12/30 16:49:00+00,,417764,DRIVER,22,F,ASIAN OTHER,A,2007,TOYOTA,MATRIX,PASS,,24TH ST,43RD AVE,S,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,54,35,LIDAR,HANDHELD,,N,,,,,
74,CS0191669,3066,2019/07/12 14:52:59+00,2019/07/12 14:52:59+00,,220999,DRIVER,56,F,HISPANIC,W,2008,ACURA,RDX,PASS,,62ND ST,21ST AVE,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
75,CS0025101,530,2019/07/25 14:23:59+00,2019/07/25 14:23:59+00,,237,DRIVER,24,F,WHITE,W,1992,FORD,,PASS,,PEBBLEWOOD DR,AZEVEDO DR,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
76,CS0184631,388,2019/09/29 22:14:00+00,2019/09/29 22:14:00+00,CLOUDY,317571,DRIVER,38,M,WHITE,W,,,NOT IN LIST,PASS,,K ST,FRONT ST,,Y,CITATION,M,(M) POSSESS DANGEROUS DRUGS W/O PRESCRIPTION,BP,4060,(M) POSSESS DANGEROUS DRUGS W/O PRESCRIPTION,N,,,,,,N,,,,,
77,CS0190436,931,2019/04/10 14:34:00+00,2019/04/10 14:34:00+00,,109341,DRIVER,34,M,EAST INDIAN,W,2008,MERCEDES-BENZ,,PASS,,DUCKHORN DR,SAINTSBURY DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
78,CS0196599,530,2019/10/07 23:13:00+00,2019/10/07 23:13:00+00,,326520,DRIVER,61,M,AFRICAN AMERICAN,B,2005,TOYOTA,,PASS,,GRAND AVE,MAHOGANY ST,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
79,CS0077248,511,2019/04/05 18:07:00+00,2019/04/05 18:07:00+00,,103569,DRIVER,57,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,IMPROV ALLEY,12TH ST,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,(M) VIOLATION OF PROBATION-MISD,N,,,,,,N,,,,,
80,CS0191171,530,2019/03/11 16:43:00+00,2019/03/11 16:43:00+00,,75069,DRIVER,40,F,HISPANIC,W,2001,MITSUBISHI,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,60,35,LIDAR,HANDHELD,,N,,,,,
81,CS0190071,931,2019/01/30 23:07:59+00,2019/01/30 23:07:59+00,,31988,DRIVER,40,F,WHITE,W,2016,CHEVROLET,,PASS,,RICHARDS BLVD,VINE ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,Refusal,,
82,CS0076214,400,2019/05/29 20:58:00+00,2019/05/29 20:58:00+00,CLEAR,167867,DRIVER,45,M,HISPANIC,W,,,NOT IN LIST,PASS,,9TH STREET,K STREET,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
83,CS0189775,522,2019/02/12 19:54:59+00,2019/02/12 19:54:59+00,,46058,DRIVER,74,M,WHITE,W,2013,FORD,EDGE,PASS,,I ST,14TH ST,,N,WARNING,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,WARNING ONLY,,
84,1338557,883,2019/09/02 06:59:59+00,2019/09/02 06:59:59+00,,281959,Driver,38,M,WHITE,W,,,,,,5TH ST,J ST,,Y,CITATION,M,(M) REFUSE TO DISPERSE,PC,416(A),SEIU Protest,N,,,,,,N,,,,,
85,CS0195203,876,2019/08/14 15:56:59+00,2019/08/14 15:56:59+00,,261908,DRIVER,43,F,WHITE,W,2011,TOYOTA,SIENNA,PASS,,29TH ST,L ST,S,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,15,0,VISUAL EST,HANDHELD,,N,,,WARNING ONLY,,
86,CS0077231,511,2019/02/16 22:54:00+00,2019/02/16 22:54:00+00,,50514,DRIVER,34,F,HISPANIC,W,,,NOT IN LIST,PASS,910,I ST,,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
87,CS0193434,931,2019/07/25 16:17:00+00,2019/07/25 16:17:00+00,,237116,DRIVER,18,M,HISPANIC,W,2004,FORD,MUSTANG,PASS,1418,N MARKET BLVD,,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,57,35,LIDAR,HANDHELD,,N,,,,,
88,CS0193776,530,2019/07/19 20:13:00+00,2019/07/19 20:13:00+00,,229964,DRIVER,31,F,HISPANIC,W,1998,CHEVROLET,,PASS,,EL CAMINO AVE,EMPRESS ST,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
89,CS0189794,522,2019/02/14 17:55:00+00,2019/02/14 17:55:00+00,,47963,DRIVER,60,M,WHITE,W,2003,CHEVROLET,TAHOE,PASS,,24TH ST,FLORIN RD,,N,WARNING,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,WARNING ONLY,,
90,CS0196690,530,2019/11/01 17:16:00+00,2019/11/01 17:16:00+00,,355023,DRIVER,28,F,WHITE,W,2015,CHEVROLET,,PASS,,W EL CAMINO AVE,NORTHGATE BLVD,S,N,CITATION,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",N,,,,,,N,,,,,
91,CS0189356,530,2019/01/11 17:41:00+00,2019/01/11 17:41:00+00,,11266,DRIVER,19,M,HISPANIC,W,2013,FORD,,PASS,,MILFORD ST,65TH AVE,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
92,CS0186068,592,2019/11/06 16:57:00+00,2019/11/06 16:57:00+00,CLEAR,360339,DRIVER,25,F,AFRICAN AMERICAN,B,2016,CHEVROLET,MALIBU,PASS,,J ST,16TH ST,E,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,30,LIDAR,,lh002648,N,,,,,4D
93,CS0025072,530,2019/07/23 17:07:59+00,2019/07/23 17:07:59+00,,234658,DRIVER,49,M,HISPANIC,W,2006,NISSAN,,PASS,,FRANKLIN BLVD,26TH AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,35,LIDAR,,,N,,,,,
94,CS0196372,931,2019/12/27 15:17:59+00,2019/12/27 15:17:59+00,,414672,DRIVER,27,F,PACIFIC ISLANDER,A,2001,FORD,,PASS,,AMHERST ST,71ST AVE,N,N,CITATION,I,(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,VC,14600(A),(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,N,,,,,,N,,,,,
95,CS0076229,400,2019/07/08 14:38:00+00,2019/07/08 14:38:00+00,CLEAR,215980,DRIVER,41,M,HISPANIC,W,2016,TESLA,MODEL S,PASS,,I STREET,9TH STREET,W,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,15,,,,,N,,,,,
96,CS0144300,897,2019/03/07 05:32:59+00,2019/03/07 05:32:59+00,,70483,DRIVER,55,M,WHITE,W,1994,HONDA,CIVIC,PASS,,NORTHGATE,SAN JUAN,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,
97,CS0035587,596,2019/01/09 22:47:00+00,2019/01/09 22:47:00+00,,9299,DRIVER,44,M,AFRICAN AMERICAN,B,1995,CADILLAC,DEVILLE,PASS,,EL CAMINO AVE,DEL PASO BLVD,W,N,CITATION,M,(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,VC,14601.2(A),(M) DRIVING ON SUSP/REVOKED CDL FOR DUI OR DRUGS,N,,,,,,N,,,,,4D
98,CS0025414,530,2019/08/28 00:24:59+00,2019/08/28 00:24:59+00,,278536,DRIVER,71,F,WHITE,W,2000,SUBARU,,PASS,,DEL PASO BLVD,EL CAMINO AVE,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
99,CS0194567,522,2019/07/10 00:04:00+00,2019/07/10 00:04:00+00,,217843,DRIVER,72,M,WHITE,W,2007,TOYOTA,,PASS,,J ST,16TH ST,,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
100,CS0193436,931,2019/07/25 16:31:00+00,2019/07/25 16:31:00+00,,237,DRIVER,55,F,WHITE,W,2018,MERCEDES-BENZ,,PASS,1418,N MARKET BLVD,,W,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,53,35,LIDAR,HANDHELD,,N,,,WARNING ONLY,,
101,CS0191344,530,2019/04/09 16:27:00+00,2019/04/09 16:27:00+00,,108233,DRIVER,73,M,WHITE,W,1999,TOYOTA,,PASS,,27TH ST,H ST,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,,,,N,,,,,
102,CS0189691,522,2019/02/01 16:25:00+00,2019/02/01 16:25:00+00,,33832,DRIVER,55,F,AFRICAN AMERICAN,B,2009,ACURA,,PASS,,EL CAMINO AVE,EVERGREEN ST,,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
103,CS0194613,522,2019/07/16 15:01:00+00,2019/07/16 15:01:00+00,,225845,DRIVER,27,M,WHITE,W,1985,KAWASAKI,,PASS,,FOLSOM BLVD,HORNET DR,,N,WARNING,I,(I) LANE STRADDLING/UNSAFE LANE CHANGE,VC,21658(A),(I) LANE STRADDLING/UNSAFE LANE CHANGE,N,,,,,,N,,,WARNING ONLY,,
104,CS0193747,530,2019/07/16 17:21:00+00,2019/07/16 17:21:00+00,,226011,DRIVER,20,M,HISPANIC,W,2014,FORD,,PASS,,FREEPORT BLVD,FLORIN RD,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,50,LIDAR,,,N,,,,,
105,CS0193088,931,2019/05/14 21:59:59+00,2019/05/14 21:59:59+00,,150786,DRIVER,21,M,EAST INDIAN,W,2013,BMW,,PASS,,N PARK DR,KOKOMO DR,E,N,WARNING,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,WARNING ONLY,,
106,CS0076193,400,2019/01/09 23:02:00+00,2019/01/09 23:02:00+00,CLOUDY,9330,DRIVER,41,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,910,I STREET,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
107,1338507,677,2019/09/02 06:59:59+00,2019/09/02 06:59:59+00,,281959,Driver,52,F,AFRICAN AMERICAN,B,,,,,,5TH ST,J ST,,Y,CITATION,M,(M) REFUSE TO DISPERSE,PC,416(A),SEIU Protest,N,,,,,,N,,,,,
108,CS0193596,530,2019/06/12 17:32:00+00,2019/06/12 17:32:00+00,,185236,DRIVER,30,F,AFRICAN AMERICAN,B,2015,FORD,,PASS,,BRIDGECROSS DR,HONOR PKWY,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
109,CS0186164,592,2019/11/27 16:01:00+00,2019/11/27 16:01:00+00,CLOUDY,383848,DRIVER,65,F,ASIAN OTHER,A,2011,MERCEDES-BENZ,ML-CLASS,PTRK,,FREEPORT BLVD,FLORIN RD,N,N,CITATION,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),(I) MAXIMUM SPEED - OVER 65 LIMIT,N,70,50,LIDAR,HANDHELD,lh002648,N,,,,,LL
110,CS0186141,592,2019/11/20 15:46:59+00,2019/11/20 15:46:59+00,CLEAR,378078,DRIVER,31,F,AFRICAN AMERICAN,B,2012,TOYOTA,CAMRY,PASS,,STOCKTON BLVD,MACK RD,S,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,PACED,,,N,ID BY WORK ID AND RO,,,,4D
111,CS0195335,876,2019/09/09 16:49:00+00,2019/09/09 16:49:00+00,,293811,DRIVER,18,M,WHITE,W,2004,ACURA,TSX,PASS,,CALVINE RD,JACINTO AVE,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
112,CS0020980,931,2019/01/16 15:45:00+00,2019/01/16 15:45:00+00,,16418,DRIVER,35,F,AFRICAN AMERICAN,B,2015,KIA,OPTIMA,PASS,,I-5 SB,FLORIN RD,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
113,CS0137560,407,2019/11/07 17:45:00+00,2019/11/07 17:45:00+00,,361603,DRIVER,46,F,WHITE,W,1998,TOYOTA,CAMRY,PASS,3201,FLORIN RD,,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,4D
114,CS0194610,522,2019/07/16 14:29:59+00,2019/07/16 14:29:59+00,,225817,DRIVER,30,M,WHITE,W,2007,FORD,,PASS,,FOLSOM BLVD,HORNET DR,,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
115,CS0025494,530,2019/09/03 21:08:00+00,2019/09/03 21:08:00+00,,285766,DRIVER,41,M,AFRICAN AMERICAN,B,1991,VOLVO,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
116,CS0025434,530,2019/08/29 13:09:59+00,2019/08/29 13:09:59+00,,280259,DRIVER,31,F,ASIAN OTHER,A,2012,SUBARU,,PASS,,FAR NIENTE WAY,DUCKHORN DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
117,CS0026560,3066,2019/09/30 23:06:59+00,2019/09/30 23:06:59+00,,318732,DRIVER,37,F,AFRICAN AMERICAN,B,2017,CHEVROLET,MALIBU,PASS,,SEAMAS AVE,RIVERSIDE BLVD,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
118,CS0193539,530,2019/06/01 18:14:59+00,2019/06/01 18:14:59+00,,171395,DRIVER,19,M,AFRICAN AMERICAN,B,2001,NISSAN,,PASS,,RICHARDS BLVD,N 5TH ST,E,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
119,CS0190872,876,2019/06/13 17:06:59+00,2019/06/13 17:06:59+00,,186568,DRIVER,30,M,WHITE,W,2005,FORD,FOCUS,PASS,,29TH ST,L ST,S,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
120,CS0196587,530,2019/10/02 23:54:00+00,2019/10/02 23:54:00+00,,320,DRIVER,25,M,AFRICAN AMERICAN,B,2017,NISSAN,VERSA,PASS,,RICHARDS BLVD,N 7TH ST,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
121,CS0076211,388,2019/05/28 17:44:00+00,2019/05/28 17:44:00+00,CLEAR,166520,DRIVER,43,M,WHITE,W,,,NOT IN LIST,PASS,,J STREET,6TH ST,,N,CITATION,I,(I) CROSSING AGAINST LIGHT,SCC,10.20.060,(I) CROSSING AGAINST LIGHT,N,,,,,,N,,,,,
122,CS0144329,779,2019/07/03 07:47:59+00,2019/07/03 07:47:59+00,,209272,DRIVER,45,F,WHITE,W,2002,TOYOTA,CAMRY,PASS,,NORWOOD,SOUTH,,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
123,CS0024926,553,2019/07/04 14:00:00+00,2019/07/04 14:00:00+00,,210781,DRIVER,48,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,H STREET,13TH STREET,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
124,CS0026725,3066,2019/12/29 18:10:00+00,2019/12/29 18:10:00+00,,416912,DRIVER,28,M,HISPANIC,W,2004,HONDA,CIVIC,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,,N,CITATION,I,(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,VC,27150(A),(I) ADEQUATE MUFFLER REQUIRED TO BE MAINTAINED,N,,,,,,N,,,,,
125,CS0194665,522,2019/07/23 14:55:59+00,2019/07/23 14:55:59+00,,234493,DRIVER,25,F,ASIAN OTHER,A,2013,AUDI,,PASS,,24TH ST,19TH AVE,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,56,35,LIDAR,HANDHELD,,N,,,,,
126,CS0147765,897,2019/08/16 06:51:00+00,2019/08/16 06:51:00+00,,264274,DRIVER,34,M,AFRICAN AMERICAN,B,1994,CHEVROLET,CAPRICE,PASS,,NORTHGATE,SAN JUAN,,N,CITATION,I,(I) TRANSFEREE TO NOTIFY DMV OF TRANSFER W/I 10 DAYS,VC,5902,(I) TRANSFEREE TO NOTIFY DMV OF TRANSFER W/I 10 DAYS,N,,,,,,N,,,,,
127,CS0026615,3066,2019/11/01 18:59:59+00,2019/11/01 18:59:59+00,,355168,DRIVER,27,M,WHITE,W,1967,CHEVROLET,NOT IN LIST,PASS,,FRUITRIDGE RD,FRANKLIN BLVD,,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,,,,,,N,,,,,
128,CS0024941,553,2019/08/01 14:32:00+00,2019/08/01 14:32:00+00,,245671,DRIVER,39,M,HISPANIC,W,,,NOT IN LIST,PASS,,J STREET,14TH STREET,,N,CITATION,M,(M) LOITERING TO COMMIT NARCOTICS OFFENSE,HS,11532(A),(M) LOITERING TO COMMIT NARCOTICS OFFENSE,N,,,,,,N,,,,,
129,CS0077235,511,2019/02/20 16:34:00+00,2019/02/20 16:34:00+00,,54423,DRIVER,67,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,K ST,10TH ST,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
130,CS0025499,530,2019/09/08 14:51:00+00,2019/09/08 14:51:00+00,,292,DRIVER,22,M,AFRICAN AMERICAN,B,2006,FORD,,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,,N,,,,,
131,CS0191379,530,2019/04/16 15:39:00+00,2019/04/16 15:39:00+00,,116313,DRIVER,26,M,AFRICAN AMERICAN,B,2007,PONTIAC,,PASS,,WINDBRIDGE DR,S LAND PARK DR,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
132,CS0190545,876,2019/02/20 15:17:00+00,2019/02/20 15:17:00+00,,54368,DRIVER,22,M,WHITE,W,1991,CHEVROLET,SILVERADO 1500,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,59,35,LIDAR,HANDHELD,lh001232,N,,,,,
133,CS0189349,530,2019/01/11 00:21:59+00,2019/01/11 00:21:59+00,,10594,DRIVER,25,M,WHITE,W,2012,FORD,,PASS,,NB HWY 99,ELKHORN BLVD,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
134,CS0195422,876,2019/11/06 15:14:00+00,2019/11/06 15:14:00+00,,360250,DRIVER,59,F,WHITE,W,2001,TOYOTA,ECHO,PASS,,RICHARDS BLVD,SEQUOIA PACIFIC BLVD,W,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,,,
135,CS0196684,530,2019/10/31 17:29:00+00,2019/10/31 17:29:00+00,,352799,DRIVER,31,F,ASIAN OTHER,A,2009,NISSAN,SENTRA,PASS,,STOCKTON BLVD,14TH AVE,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
136,CS0045631,270,2019/11/21 15:40:00+00,2019/11/21 15:40:00+00,,377,DRIVER,28,F,WHITE,W,2007,JEEP,GRAND CHEROKEE,PASS,,DRY CREEK RD,MARYSVILLE BLVD,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
137,CS0196532,530,2019/09/10 16:46:00+00,2019/09/10 16:46:00+00,,294986,DRIVER,28,M,HISPANIC,W,2016,TOYOTA,,PASS,,FLORIN RD,INDIAN LN,W,N,CITATION,I,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,VC,26710,(I) DEFECTIVE WINDSHIELD/REAR WINDOW GLASS - CORRECT W/IN 48 HRS,N,,,,,,N,,,,,
138,CS0025065,530,2019/07/23 16:02:00+00,2019/07/23 16:02:00+00,,234585,DRIVER,28,M,AFRICAN AMERICAN,B,1999,ACURA,,PASS,,24TH ST,50TH AVE,S,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,35,LIDAR,,,N,,,,,
139,CS0025059,530,2019/07/21 14:45:59+00,2019/07/21 14:45:59+00,,232415,DRIVER,43,M,HISPANIC,W,1999,NISSAN,,PASS,,TAFT ST,EL CAMINO AVE,W,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
140,CS0193462,931,2019/07/30 20:10:00+00,2019/07/30 20:10:00+00,,243625,DRIVER,44,M,HISPANIC,W,2015,NISSAN,,PASS,,J ST,6TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
141,CS0184649,388,2019/11/08 07:28:00+00,2019/11/08 07:28:00+00,CLEAR,362499,DRIVER,33,F,WHITE,W,2001,HYUNDAI,ACCENT,PASS,431,I ST,,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,2H
142,CS0191104,530,2019/02/21 18:46:00+00,2019/02/21 18:46:00+00,,55716,DRIVER,60,M,ASIAN OTHER,A,2015,ACURA,,PASS,,FLORIN RD,S LAND PARK DR,E,N,CITATION,I,(I) LANE STRADDLING/UNSAFE LANE CHANGE,VC,21658(A),(I) LANE STRADDLING/UNSAFE LANE CHANGE,N,,,,,,N,,,,,
143,CS0190863,876,2019/06/12 16:38:59+00,2019/06/12 16:38:59+00,,185167,DRIVER,53,M,WHITE,W,2007,DODGE,RAM PICKUP 1500,PASS,,DEL PASO RD,BLACKROCK DR,W,N,WARNING,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,55,40,LIDAR,HANDHELD,lh001232,N,,,WARNING ONLY,,
